market_id,entry_secs,entry_price,side,resolution,win,ep_bin
1401433,43,0.985,DOWN,0,True,>0.96
1401435,44,0.995,UP,1,True,>0.96
1401441,42,0.95,DOWN,0,True,0.93-0.96
1401450,40,0.915,UP,1,True,0.90-0.93
1401485,43,0.995,UP,1,True,>0.96
1401504,42,0.96,DOWN,0,True,0.93-0.96
1401510,43,0.955,UP,1,True,0.93-0.96
1401513,42,0.995,UP,1,True,>0.96
1401526,44,0.95,UP,1,True,0.93-0.96
1401528,38,0.945,DOWN,0,True,0.93-0.96
1401539,5,0.925,DOWN,0,True,0.90-0.93
1401543,16,0.955,DOWN,0,True,0.93-0.96
1401556,39,0.935,UP,1,True,0.93-0.96
1401577,42,0.975,UP,1,True,>0.96
1401595,42,0.905,DOWN,0,True,0.90-0.93
1401604,38,0.935,DOWN,0,True,0.93-0.96
1401606,41,0.945,UP,1,True,0.93-0.96
1401627,45,0.965,UP,1,True,>0.96
1401645,32,0.935,DOWN,0,True,0.93-0.96
1401816,42,0.945,UP,1,True,0.93-0.96
1401848,42,0.985,DOWN,0,True,>0.96
1401859,43,0.94,DOWN,0,True,0.93-0.96
1401871,39,0.905,UP,1,True,0.90-0.93
1401906,43,0.955,UP,1,True,0.93-0.96
1401913,33,0.985,DOWN,0,True,>0.96
1401936,42,0.925,DOWN,0,True,0.90-0.93
1401940,44,0.935,DOWN,0,True,0.93-0.96
1401964,44,0.995,UP,1,True,>0.96
1401975,44,0.995,UP,1,True,>0.96
1401984,41,0.965,UP,1,True,>0.96
1402066,40,0.925,DOWN,0,True,0.90-0.93
1402084,44,0.985,DOWN,0,True,>0.96
1402090,41,0.965,DOWN,0,True,>0.96
1402097,44,0.995,UP,1,True,>0.96
1402106,42,0.995,UP,1,True,>0.96
1402114,43,0.91,DOWN,0,True,0.90-0.93
1402122,41,0.975,DOWN,0,True,>0.96
1402216,44,0.945,UP,1,True,0.93-0.96
1402222,44,0.915,DOWN,0,True,0.90-0.93
1402256,43,0.935,DOWN,0,True,0.93-0.96
1402266,42,0.995,UP,1,True,>0.96
1402270,30,0.955,DOWN,0,True,0.93-0.96
1402274,37,0.965,UP,1,True,>0.96
1402284,41,0.91,DOWN,0,True,0.90-0.93
1402294,44,0.935,DOWN,0,True,0.93-0.96
1402298,45,0.95,UP,1,True,0.93-0.96
1402450,36,0.93,UP,1,True,0.90-0.93
1402494,38,0.91,UP,1,True,0.90-0.93
1402508,45,0.955,DOWN,0,True,0.93-0.96
1402521,37,0.975,UP,1,True,>0.96
1402536,44,0.995,UP,1,True,>0.96
1402597,37,0.975,DOWN,0,True,>0.96
1402666,42,0.995,DOWN,0,True,>0.96
1402783,41,0.925,DOWN,0,True,0.90-0.93
1402789,28,0.995,DOWN,0,True,>0.96
1402880,41,0.975,DOWN,0,True,>0.96
1402888,23,0.975,UP,1,True,>0.96
1402901,43,0.955,DOWN,0,True,0.93-0.96
1403094,43,0.975,DOWN,0,True,>0.96
1403118,44,0.965,UP,1,True,>0.96
1403135,40,0.975,UP,1,True,>0.96
1403137,41,0.94,UP,1,True,0.93-0.96
1403218,38,0.975,DOWN,0,True,>0.96
1403252,42,0.915,DOWN,0,True,0.90-0.93
1403271,43,0.935,UP,1,True,0.93-0.96
1403283,32,0.935,UP,1,True,0.93-0.96
1403293,42,0.95,UP,1,True,0.93-0.96
1403307,43,0.925,DOWN,0,True,0.90-0.93
1403311,44,0.945,UP,1,True,0.93-0.96
1403345,44,0.905,UP,1,True,0.90-0.93
1403361,43,0.945,UP,1,True,0.93-0.96
1403436,14,0.905,DOWN,0,True,0.90-0.93
1403444,42,0.905,UP,1,True,0.90-0.93
1403450,36,0.945,DOWN,0,True,0.93-0.96
1403520,38,0.925,DOWN,0,True,0.90-0.93
1403522,43,0.985,DOWN,0,True,>0.96
1403545,41,0.925,DOWN,0,True,0.90-0.93
1403568,43,0.995,UP,1,True,>0.96
1403595,44,0.995,DOWN,0,True,>0.96
1403599,40,0.985,DOWN,0,True,>0.96
1403681,39,0.975,DOWN,0,True,>0.96
1403688,42,0.945,UP,1,True,0.93-0.96
1403772,40,0.915,UP,1,True,0.90-0.93
1403780,38,0.91,UP,1,True,0.90-0.93
1403796,41,0.975,DOWN,0,True,>0.96
1403800,41,0.975,DOWN,0,True,>0.96
1403808,40,0.94,UP,1,True,0.93-0.96
1403841,39,0.955,DOWN,0,True,0.93-0.96
1403843,43,0.955,DOWN,0,True,0.93-0.96
1403850,25,0.995,DOWN,0,True,>0.96
1403857,37,0.985,UP,1,True,>0.96
1404274,41,0.995,DOWN,0,True,>0.96
1404324,44,0.975,UP,1,True,>0.96
1404377,41,0.985,UP,1,True,>0.96
1404396,38,0.935,UP,1,True,0.93-0.96
1404398,35,0.89,UP,1,True,0.88-0.90
1404418,44,0.935,DOWN,0,True,0.93-0.96
1404422,35,0.985,DOWN,0,True,>0.96
1404749,42,0.995,DOWN,0,True,>0.96
1404792,39,0.915,DOWN,0,True,0.90-0.93
1404796,43,0.925,UP,1,True,0.90-0.93
1404819,43,0.885,UP,1,True,0.88-0.90
1404867,27,0.965,UP,1,True,>0.96
1404879,37,0.965,UP,1,True,>0.96
1404905,41,0.945,UP,1,True,0.93-0.96
1404908,43,0.915,UP,1,True,0.90-0.93
1404969,41,0.965,UP,1,True,>0.96
1404977,41,0.965,DOWN,0,True,>0.96
1404985,25,0.945,DOWN,0,True,0.93-0.96
1404996,30,0.985,UP,1,True,>0.96
1405000,46,0.995,DOWN,0,True,>0.96
1405012,45,0.905,UP,1,True,0.90-0.93
1405056,43,0.995,DOWN,0,True,>0.96
1405065,44,0.975,UP,1,True,>0.96
1405075,44,0.995,DOWN,0,True,>0.96
1405085,33,0.965,UP,1,True,>0.96
1405121,46,0.995,UP,1,True,>0.96
1405123,44,0.975,DOWN,0,True,>0.96
1405192,32,0.975,UP,1,True,>0.96
1405200,43,0.885,UP,1,True,0.88-0.90
1405222,43,0.945,UP,1,True,0.93-0.96
1405233,41,0.915,DOWN,0,True,0.90-0.93
1405274,45,0.915,DOWN,0,True,0.90-0.93
1405288,46,0.935,DOWN,0,True,0.93-0.96
1405299,40,0.91,UP,1,True,0.90-0.93
1405493,45,0.9,DOWN,0,True,0.88-0.90
1405795,46,0.905,UP,1,True,0.90-0.93
1405896,40,0.945,UP,1,True,0.93-0.96
1405901,42,0.965,DOWN,0,True,>0.96
1405911,43,0.955,UP,1,True,0.93-0.96
1405923,42,0.925,DOWN,0,True,0.90-0.93
1405936,45,0.955,DOWN,0,True,0.93-0.96
1405944,34,0.945,UP,1,True,0.93-0.96
1406314,41,0.925,UP,1,True,0.90-0.93
1406338,43,0.985,UP,1,True,>0.96
1406425,42,0.995,UP,1,True,>0.96
1406429,41,0.955,UP,1,True,0.93-0.96
1406436,43,0.985,DOWN,0,True,>0.96
1406444,42,0.915,UP,1,True,0.90-0.93
1406512,45,0.925,DOWN,0,True,0.90-0.93
1406518,43,0.935,DOWN,0,True,0.93-0.96
1406531,30,0.915,DOWN,0,True,0.90-0.93
1406539,41,0.94,UP,1,True,0.93-0.96
1406577,42,0.96,UP,1,True,0.93-0.96
1406581,44,0.945,DOWN,0,True,0.93-0.96
1406589,46,0.96,DOWN,0,True,0.93-0.96
1406677,44,0.975,DOWN,0,True,>0.96
1406931,44,0.94,UP,1,True,0.93-0.96
1406940,46,0.995,UP,1,True,>0.96
1406958,46,0.935,DOWN,0,True,0.93-0.96
1406963,41,0.925,DOWN,0,True,0.90-0.93
1406999,45,0.905,DOWN,0,True,0.90-0.93
1407002,43,0.98,UP,1,True,>0.96
1407052,44,0.975,UP,1,True,>0.96
1407309,45,0.975,UP,1,True,>0.96
1407321,45,0.975,UP,1,True,>0.96
1407378,46,0.945,DOWN,0,True,0.93-0.96
1407384,40,0.905,UP,1,True,0.90-0.93
1407458,41,0.965,UP,1,True,>0.96
1407469,45,0.915,DOWN,0,True,0.90-0.93
1407476,31,0.995,DOWN,0,True,>0.96
1407479,46,0.945,DOWN,0,True,0.93-0.96
1407484,40,0.975,UP,1,True,>0.96
1407503,44,0.965,DOWN,0,True,>0.96
1407507,41,0.925,DOWN,0,True,0.90-0.93
1407511,38,0.975,UP,1,True,>0.96
1407515,44,0.935,UP,1,True,0.93-0.96
1407560,41,0.975,UP,1,True,>0.96
1407576,39,0.96,DOWN,0,True,0.93-0.96
1407589,42,0.925,UP,1,True,0.90-0.93
1407592,33,0.985,DOWN,0,True,>0.96
1407606,40,0.995,DOWN,0,True,>0.96
1407609,45,0.995,DOWN,0,True,>0.96
1407621,45,0.965,UP,1,True,>0.96
1407629,30,0.955,DOWN,0,True,0.93-0.96
1407726,43,0.97,DOWN,0,True,>0.96
1407740,44,0.985,UP,1,True,>0.96
1407747,42,0.975,UP,1,True,>0.96
1407753,38,0.975,DOWN,0,True,>0.96
1407765,43,0.955,UP,1,True,0.93-0.96
1407838,42,0.935,DOWN,0,True,0.93-0.96
1407844,45,0.975,DOWN,0,True,>0.96
1407857,40,0.995,UP,1,True,>0.96
1407914,44,0.965,DOWN,0,True,>0.96
1407991,40,0.985,DOWN,0,True,>0.96
1407995,16,0.91,UP,1,True,0.90-0.93
1408007,33,0.945,DOWN,0,True,0.93-0.96
1408014,41,0.995,UP,1,True,>0.96
1408073,43,0.965,UP,1,True,>0.96
1408090,41,0.995,UP,1,True,>0.96
1408101,45,0.95,DOWN,0,True,0.93-0.96
1408116,44,0.965,DOWN,0,True,>0.96
1408188,31,0.94,DOWN,0,True,0.93-0.96
1408196,41,0.905,DOWN,0,True,0.90-0.93
1408206,39,0.965,UP,1,True,>0.96
1408214,41,0.895,DOWN,0,True,0.88-0.90
1408292,42,0.965,UP,1,True,>0.96
1408297,41,0.955,DOWN,0,True,0.93-0.96
1408298,43,0.975,UP,1,True,>0.96
1408312,42,0.985,UP,1,True,>0.96
1408608,45,0.92,DOWN,0,True,0.90-0.93
1408614,44,0.975,UP,1,True,>0.96
1408776,42,0.945,DOWN,0,True,0.93-0.96
1409207,41,0.995,DOWN,0,True,>0.96
1409396,27,0.915,DOWN,0,True,0.90-0.93
1409417,44,0.885,UP,1,True,0.88-0.90
1409689,39,0.975,DOWN,0,True,>0.96
1409757,37,0.925,UP,1,True,0.90-0.93
1409816,30,0.885,UP,1,True,0.88-0.90
1409846,42,0.965,DOWN,0,True,>0.96
1409889,12,0.945,DOWN,0,True,0.93-0.96
1409898,40,0.905,UP,1,True,0.90-0.93
1409923,42,0.955,DOWN,0,True,0.93-0.96
1410056,42,0.885,DOWN,0,True,0.88-0.90
1410069,45,0.945,UP,1,True,0.93-0.96
1410113,46,0.975,DOWN,0,True,>0.96
1410134,44,0.915,UP,1,True,0.90-0.93
1410142,43,0.895,UP,1,True,0.88-0.90
1410148,41,0.995,DOWN,0,True,>0.96
1410237,42,0.975,UP,1,True,>0.96
1410280,44,0.895,UP,1,True,0.88-0.90
1410308,44,0.985,UP,1,True,>0.96
1410342,40,0.975,UP,1,True,>0.96
1410359,45,0.905,UP,1,True,0.90-0.93
1410391,40,0.955,DOWN,0,True,0.93-0.96
1410405,40,0.955,DOWN,0,True,0.93-0.96
1410429,39,0.945,UP,1,True,0.93-0.96
1410433,45,0.985,UP,1,True,>0.96
1410455,43,0.935,DOWN,0,True,0.93-0.96
1410469,44,0.965,DOWN,0,True,>0.96
1410470,43,0.975,UP,1,True,>0.96
1410476,45,0.91,UP,1,True,0.90-0.93
1410579,34,0.975,DOWN,0,True,>0.96
1410582,43,0.905,DOWN,0,True,0.90-0.93
1410621,33,0.975,DOWN,0,True,>0.96
1410631,39,0.965,UP,1,True,>0.96
1410679,40,0.905,DOWN,0,True,0.90-0.93
1410691,43,0.925,DOWN,0,True,0.90-0.93
1410694,40,0.985,UP,1,True,>0.96
1411386,39,0.905,DOWN,0,True,0.90-0.93
1411483,40,0.905,DOWN,0,True,0.90-0.93
1411493,40,0.96,DOWN,0,True,0.93-0.96
1411499,43,0.995,DOWN,0,True,>0.96
1411511,41,0.995,DOWN,0,True,>0.96
1411517,35,0.985,DOWN,0,True,>0.96
1411529,41,0.975,DOWN,0,True,>0.96
1411540,45,0.995,DOWN,0,True,>0.96
1411615,43,0.94,UP,1,True,0.93-0.96
1411627,42,0.945,UP,1,True,0.93-0.96
1411630,44,0.95,DOWN,0,True,0.93-0.96
1411639,45,0.985,DOWN,0,True,>0.96
1411644,44,0.975,DOWN,0,True,>0.96
1411653,32,0.91,UP,1,True,0.90-0.93
1411656,28,0.95,UP,1,True,0.93-0.96
1411676,42,0.945,UP,1,True,0.93-0.96
1411691,42,0.985,DOWN,0,True,>0.96
1411696,46,0.965,DOWN,0,True,>0.96
1411708,45,0.985,UP,1,True,>0.96
1411715,44,0.985,UP,1,True,>0.96
1411773,41,0.965,UP,1,True,>0.96
1411779,44,0.915,DOWN,0,True,0.90-0.93
1411780,45,0.995,DOWN,0,True,>0.96
1411812,45,0.995,UP,1,True,>0.96
1411814,42,0.935,UP,1,True,0.93-0.96
1411817,43,0.965,DOWN,0,True,>0.96
1411828,45,0.965,UP,1,True,>0.96
1411891,44,0.995,UP,1,True,>0.96
1411899,45,0.975,DOWN,0,True,>0.96
1411902,46,0.995,DOWN,0,True,>0.96
1411920,46,0.905,DOWN,0,True,0.90-0.93
1411934,40,0.985,UP,1,True,>0.96
1412109,44,0.945,UP,1,True,0.93-0.96
1412252,44,0.975,UP,1,True,>0.96
1412255,44,0.955,UP,1,True,0.93-0.96
1412260,45,0.96,UP,1,True,0.93-0.96
1412287,44,0.915,DOWN,0,True,0.90-0.93
1412295,45,0.955,UP,1,True,0.93-0.96
1412299,45,0.955,DOWN,0,True,0.93-0.96
1412827,44,0.945,UP,1,True,0.93-0.96
1412924,43,0.955,UP,1,True,0.93-0.96
1412925,46,0.995,UP,1,True,>0.96
1412938,44,0.995,UP,1,True,>0.96
1412942,45,0.925,DOWN,0,True,0.90-0.93
1412952,40,0.93,UP,1,True,0.90-0.93
1412955,43,0.985,UP,1,True,>0.96
1412967,46,0.995,UP,1,True,>0.96
1413083,45,0.965,DOWN,0,True,>0.96
1413085,46,0.985,UP,1,True,>0.96
1413090,47,0.915,UP,1,True,0.90-0.93
1413098,40,0.97,DOWN,0,True,>0.96
1413115,45,0.885,UP,1,True,0.88-0.90
1413234,46,0.995,DOWN,0,True,>0.96
1413252,43,0.985,UP,1,True,>0.96
1413256,45,0.995,DOWN,0,True,>0.96
1413267,46,0.975,DOWN,0,True,>0.96
1413271,45,0.895,UP,1,True,0.88-0.90
1413292,42,0.985,DOWN,0,True,>0.96
1413370,47,0.975,UP,1,True,>0.96
1413377,44,0.985,UP,1,True,>0.96
1413395,45,0.91,UP,1,True,0.90-0.93
1413398,41,0.995,DOWN,0,True,>0.96
1413413,41,0.985,UP,1,True,>0.96
1413420,44,0.995,UP,1,True,>0.96
1413432,44,0.995,UP,1,True,>0.96
1413456,42,0.975,DOWN,0,True,>0.96
1413465,26,0.98,UP,1,True,>0.96
1413478,45,0.885,DOWN,0,True,0.88-0.90
1413491,45,0.985,UP,1,True,>0.96
1413505,43,0.92,DOWN,0,True,0.90-0.93
1413512,44,0.925,DOWN,0,True,0.90-0.93
1413518,41,0.945,DOWN,0,True,0.93-0.96
1413531,46,0.985,UP,1,True,>0.96
1413540,45,0.985,DOWN,0,True,>0.96
1413551,44,0.985,UP,1,True,>0.96
1413778,44,0.965,UP,1,True,>0.96
1413795,35,0.995,UP,1,True,>0.96
1413804,47,0.995,DOWN,0,True,>0.96
1413821,45,0.995,DOWN,0,True,>0.96
1413826,43,0.995,DOWN,0,True,>0.96
1413830,41,0.945,DOWN,0,True,0.93-0.96
1413844,45,0.945,UP,1,True,0.93-0.96
1414017,41,0.985,UP,1,True,>0.96
1414023,44,0.925,UP,1,True,0.90-0.93
1414048,47,0.9995,DOWN,0,True,>0.96
1414055,42,0.93,UP,1,True,0.90-0.93
1414058,42,0.995,DOWN,0,True,>0.96
1414068,30,0.9995,UP,1,True,>0.96
1414072,44,0.995,UP,1,True,>0.96
1414098,44,0.985,DOWN,0,True,>0.96
1414129,43,0.995,UP,1,True,>0.96
1414131,42,0.985,DOWN,0,True,>0.96
1414145,42,0.965,DOWN,0,True,>0.96
1414193,41,0.96,UP,1,True,0.93-0.96
1414207,43,0.92,DOWN,0,True,0.90-0.93
1414218,46,0.995,UP,1,True,>0.96
1414232,41,0.935,DOWN,0,True,0.93-0.96
1414254,47,0.995,DOWN,0,True,>0.96
1414270,32,0.91,UP,1,True,0.90-0.93
1414278,42,0.965,DOWN,0,True,>0.96
1414285,41,0.985,DOWN,0,True,>0.96
1414381,43,0.925,UP,1,True,0.90-0.93
1414400,45,0.997,UP,1,True,>0.96
1414603,46,0.965,DOWN,0,True,>0.96
1414616,44,0.905,UP,1,True,0.90-0.93
1414623,41,0.955,UP,1,True,0.93-0.96
1414630,45,0.995,UP,1,True,>0.96
1414661,42,0.995,DOWN,0,True,>0.96
1414678,41,0.925,UP,1,True,0.90-0.93
1414703,44,0.985,DOWN,0,True,>0.96
1414731,45,0.995,DOWN,0,True,>0.96
1414745,46,0.975,DOWN,0,True,>0.96
1414756,42,0.975,UP,1,True,>0.96
1414846,44,0.995,UP,1,True,>0.96
1414858,46,0.93,DOWN,0,True,0.90-0.93
1414859,43,0.975,UP,1,True,>0.96
1414888,43,0.995,DOWN,0,True,>0.96
1414898,40,0.935,UP,1,True,0.93-0.96
1415169,42,0.985,DOWN,0,True,>0.96
1415205,42,0.965,DOWN,0,True,>0.96
1415216,43,0.975,DOWN,0,True,>0.96
1415234,41,0.985,DOWN,0,True,>0.96
1415237,46,0.93,UP,1,True,0.90-0.93
1415244,44,0.975,DOWN,0,True,>0.96
1415263,46,0.905,UP,1,True,0.90-0.93
1415574,30,0.975,UP,1,True,>0.96
1415612,45,0.925,DOWN,0,True,0.90-0.93
1415635,42,0.995,UP,1,True,>0.96
1415658,41,0.925,DOWN,0,True,0.90-0.93
1415677,44,0.955,UP,1,True,0.93-0.96
1415695,45,0.995,DOWN,0,True,>0.96
1415703,29,0.895,DOWN,0,True,0.88-0.90
1415737,39,0.995,DOWN,0,True,>0.96
1415747,30,0.915,UP,1,True,0.90-0.93
1415761,40,0.975,UP,1,True,>0.96
1415775,45,0.92,DOWN,0,True,0.90-0.93
1415785,42,0.995,DOWN,0,True,>0.96
1415813,22,0.935,DOWN,0,True,0.93-0.96
1415820,45,0.955,DOWN,0,True,0.93-0.96
1415862,16,0.955,UP,1,True,0.93-0.96
1415923,42,0.985,UP,1,True,>0.96
1415952,44,0.995,DOWN,0,True,>0.96
1415957,39,0.995,DOWN,0,True,>0.96
1415982,41,0.995,UP,1,True,>0.96
1415990,41,0.96,DOWN,0,True,0.93-0.96
1415995,41,0.995,UP,1,True,>0.96
1416031,45,0.945,UP,1,True,0.93-0.96
1416067,46,0.92,UP,1,True,0.90-0.93
1416077,41,0.995,UP,1,True,>0.96
1416110,39,0.985,UP,1,True,>0.96
1416160,39,0.975,DOWN,0,True,>0.96
1416208,40,0.995,UP,1,True,>0.96
1416212,43,0.955,UP,1,True,0.93-0.96
1416219,32,0.985,DOWN,0,True,>0.96
1416258,46,0.985,UP,1,True,>0.96
1416268,46,0.975,UP,1,True,>0.96
1416351,36,0.93,DOWN,0,True,0.90-0.93
1416360,38,0.915,DOWN,0,True,0.90-0.93
1416364,42,0.985,DOWN,0,True,>0.96
1416383,44,0.975,DOWN,0,True,>0.96
1416394,43,0.945,UP,1,True,0.93-0.96
1416420,45,0.965,UP,1,True,>0.96
1416424,40,0.935,DOWN,0,True,0.93-0.96
1416555,41,0.975,DOWN,0,True,>0.96
1416561,45,0.985,DOWN,0,True,>0.96
1416591,18,0.975,UP,1,True,>0.96
1416594,41,0.975,UP,1,True,>0.96
1416631,43,0.995,UP,1,True,>0.96
1416700,46,0.955,UP,1,True,0.93-0.96
1416712,39,0.965,DOWN,0,True,>0.96
1416750,45,0.95,DOWN,0,True,0.93-0.96
1416768,46,0.945,UP,1,True,0.93-0.96
1416792,41,0.905,DOWN,0,True,0.90-0.93
1416806,46,0.995,DOWN,0,True,>0.96
1416828,44,0.995,DOWN,0,True,>0.96
1416894,42,0.995,DOWN,0,True,>0.96
1416904,45,0.995,UP,1,True,>0.96
1416910,30,0.995,UP,1,True,>0.96
1416917,42,0.985,UP,1,True,>0.96
1416925,43,0.955,DOWN,0,True,0.93-0.96
1416930,41,0.995,UP,1,True,>0.96
1416936,43,0.945,DOWN,0,True,0.93-0.96
1416959,27,0.905,DOWN,0,True,0.90-0.93
1416994,44,0.905,UP,1,True,0.90-0.93
1416997,44,0.905,UP,1,True,0.90-0.93
1417008,43,0.995,DOWN,0,True,>0.96
1417016,42,0.995,UP,1,True,>0.96
1417018,46,0.975,UP,1,True,>0.96
1417027,42,0.995,DOWN,0,True,>0.96
1417032,44,0.935,DOWN,0,True,0.93-0.96
1417045,39,0.985,DOWN,0,True,>0.96
1417057,28,0.995,DOWN,0,True,>0.96
1417095,45,0.965,DOWN,0,True,>0.96
1417167,43,0.925,UP,1,True,0.90-0.93
1417171,44,0.975,DOWN,0,True,>0.96
1417199,43,0.92,DOWN,0,True,0.90-0.93
1417205,44,0.91,DOWN,0,True,0.90-0.93
1417210,26,0.955,DOWN,0,True,0.93-0.96
1417239,44,0.995,DOWN,0,True,>0.96
1417243,44,0.995,DOWN,0,True,>0.96
1417320,46,0.995,UP,1,True,>0.96
1417361,45,0.92,DOWN,0,True,0.90-0.93
1417368,38,0.935,DOWN,0,True,0.93-0.96
1417373,41,0.985,UP,1,True,>0.96
1417459,42,0.985,DOWN,0,True,>0.96
1417465,42,0.985,UP,1,True,>0.96
1417541,44,0.945,DOWN,0,True,0.93-0.96
1417547,43,0.995,DOWN,0,True,>0.96
1417594,45,0.975,UP,1,True,>0.96
1417602,41,0.93,UP,1,True,0.90-0.93
1417615,45,0.925,UP,1,True,0.90-0.93
1417625,37,0.97,UP,1,True,>0.96
1417688,44,0.965,UP,1,True,>0.96
1417692,30,0.975,DOWN,0,True,>0.96
1417700,38,0.985,UP,1,True,>0.96
1417709,42,0.905,DOWN,0,True,0.90-0.93
1417717,42,0.985,UP,1,True,>0.96
1417723,45,0.945,DOWN,0,True,0.93-0.96
1417727,41,0.885,UP,1,True,0.88-0.90
1417728,44,0.975,DOWN,0,True,>0.96
1417736,42,0.995,DOWN,0,True,>0.96
1417831,47,0.995,UP,1,True,>0.96
1417843,46,0.995,DOWN,0,True,>0.96
1417895,42,0.985,DOWN,0,True,>0.96
1417900,42,0.975,DOWN,0,True,>0.96
1417952,44,0.955,UP,1,True,0.93-0.96
1417968,39,0.945,UP,1,True,0.93-0.96
1418043,43,0.985,DOWN,0,True,>0.96
1418047,43,0.995,UP,1,True,>0.96
1418050,44,0.965,DOWN,0,True,>0.96
1418055,42,0.975,UP,1,True,>0.96
1418155,39,0.985,DOWN,0,True,>0.96
1418162,42,0.945,DOWN,0,True,0.93-0.96
1418168,44,0.955,DOWN,0,True,0.93-0.96
1418189,44,0.985,UP,1,True,>0.96
1418201,44,0.975,UP,1,True,>0.96
1418209,42,0.95,DOWN,0,True,0.93-0.96
1418227,23,0.885,UP,1,True,0.88-0.90
1418317,45,0.975,DOWN,0,True,>0.96
1418324,38,0.915,DOWN,0,True,0.90-0.93
1418346,43,0.9945,UP,1,True,>0.96
1418378,45,0.995,DOWN,0,True,>0.96
1418383,42,0.975,UP,1,True,>0.96
1418466,44,0.975,DOWN,0,True,>0.96
1418468,44,0.92,UP,1,True,0.90-0.93
1418478,42,0.925,DOWN,0,True,0.90-0.93
1418525,45,0.985,DOWN,0,True,>0.96
1418527,43,0.915,UP,1,True,0.90-0.93
1418530,41,0.995,UP,1,True,>0.96
1418548,44,0.965,UP,1,True,>0.96
1418561,42,0.925,DOWN,0,True,0.90-0.93
1418582,43,0.995,DOWN,0,True,>0.96
1418595,27,0.995,DOWN,0,True,>0.96
1418633,41,0.945,DOWN,0,True,0.93-0.96
1418675,45,0.93,UP,1,True,0.90-0.93
1418683,45,0.935,UP,1,True,0.93-0.96
1418688,40,0.9895,DOWN,0,True,>0.96
1418700,14,0.995,DOWN,0,True,>0.96
1418714,41,0.885,UP,1,True,0.88-0.90
1418725,43,0.905,UP,1,True,0.90-0.93
1418756,39,0.925,DOWN,0,True,0.90-0.93
1418765,43,0.995,UP,1,True,>0.96
1418844,38,0.935,DOWN,0,True,0.93-0.96
1418849,45,0.98,UP,1,True,>0.96
1418910,19,0.975,DOWN,0,True,>0.96
1418918,44,0.995,UP,1,True,>0.96
1418921,42,0.905,UP,1,True,0.90-0.93
1418924,41,0.955,UP,1,True,0.93-0.96
1418942,44,0.94,UP,1,True,0.93-0.96
1418945,39,0.95,DOWN,0,True,0.93-0.96
1418974,42,0.94,UP,1,True,0.93-0.96
1418981,44,0.975,DOWN,0,True,>0.96
1418991,44,0.895,DOWN,0,True,0.88-0.90
1419049,45,0.95,UP,1,True,0.93-0.96
1419064,45,0.985,UP,1,True,>0.96
1419069,41,0.995,UP,1,True,>0.96
1419077,40,0.985,DOWN,0,True,>0.96
1419082,43,0.93,DOWN,0,True,0.90-0.93
1419092,44,0.93,DOWN,0,True,0.90-0.93
1419146,44,0.95,DOWN,0,True,0.93-0.96
1419192,44,0.995,DOWN,0,True,>0.96
1419245,25,0.995,UP,1,True,>0.96
1419307,45,0.985,UP,1,True,>0.96
1419824,44,0.995,UP,1,True,>0.96
1419856,43,0.995,UP,1,True,>0.96
1419969,45,0.995,DOWN,0,True,>0.96
1419977,42,0.91,UP,1,True,0.90-0.93
1419982,39,0.985,DOWN,0,True,>0.96
1420031,39,0.985,UP,1,True,>0.96
1420045,41,0.985,DOWN,0,True,>0.96
1420060,42,0.985,UP,1,True,>0.96
1420229,40,0.995,UP,1,True,>0.96
1420236,39,0.985,UP,1,True,>0.96
1420286,43,0.945,DOWN,0,True,0.93-0.96
1420296,42,0.995,DOWN,0,True,>0.96
1420404,43,0.995,UP,1,True,>0.96
1420442,38,0.955,UP,1,True,0.93-0.96
1420484,38,0.96,UP,1,True,0.93-0.96
1420487,43,0.965,UP,1,True,>0.96
1420551,39,0.895,UP,1,True,0.88-0.90
1420564,43,0.925,UP,1,True,0.90-0.93
1420565,43,0.995,DOWN,0,True,>0.96
1420673,42,0.925,DOWN,0,True,0.90-0.93
1420678,31,0.985,UP,1,True,>0.96
1420684,43,0.92,DOWN,0,True,0.90-0.93
1420725,38,0.98,UP,1,True,>0.96
1420746,38,0.965,UP,1,True,>0.96
1420812,41,0.92,UP,1,True,0.90-0.93
1420844,41,0.98,DOWN,0,True,>0.96
1420847,42,0.995,UP,1,True,>0.96
1420953,43,0.955,UP,1,True,0.93-0.96
1420955,39,0.915,UP,1,True,0.90-0.93
1420975,37,0.975,UP,1,True,>0.96
1421044,37,0.985,DOWN,0,True,>0.96
1421083,17,0.91,UP,1,True,0.90-0.93
1421107,43,0.995,DOWN,0,True,>0.96
1421126,38,0.9,UP,1,True,0.88-0.90
1421247,39,0.995,DOWN,0,True,>0.96
1421250,44,0.905,UP,1,True,0.90-0.93
1421280,44,0.995,DOWN,0,True,>0.96
1421324,40,0.975,UP,1,True,>0.96
1421378,42,0.945,DOWN,0,True,0.93-0.96
1421496,41,0.935,UP,1,True,0.93-0.96
1421508,44,0.97,UP,1,True,>0.96
1421525,40,0.975,DOWN,0,True,>0.96
1421539,42,0.935,UP,1,True,0.93-0.96
1421642,43,0.985,DOWN,0,True,>0.96
1421682,39,0.985,DOWN,0,True,>0.96
1421719,42,0.945,DOWN,0,True,0.93-0.96
1421745,40,0.975,DOWN,0,True,>0.96
1421812,42,0.955,UP,1,True,0.93-0.96
1421818,10,0.965,DOWN,0,True,>0.96
1421870,42,0.995,DOWN,0,True,>0.96
1421873,28,0.995,UP,1,True,>0.96
