market_id,entry_secs,entry_price,side,resolution,win
1904596,120,0.93,DOWN,0,True
1904605,120,0.79,DOWN,1,False
1904613,79,0.75,UP,1,True
1904650,120,0.97,DOWN,0,True
1904654,120,0.83,DOWN,0,True
1904675,99,0.76,DOWN,1,False
1904686,72,0.75,DOWN,0,True
1904706,120,0.95,UP,1,True
1904850,120,0.94,UP,1,True
1904859,120,0.75,UP,0,False
1904866,45,0.75,DOWN,0,True
1905015,120,0.83,DOWN,1,False
1905025,21,0.99,DOWN,0,True
1905030,120,0.94,DOWN,0,True
1905048,120,0.89,UP,1,True
1905076,87,0.75,DOWN,0,True
1905082,120,0.93,DOWN,0,True
1905106,120,0.81,UP,1,True
1905113,120,0.92,UP,1,True
1905147,12,0.76,DOWN,0,True
1905287,120,0.75,UP,0,False
1905346,120,0.93,UP,1,True
1905350,120,0.91,DOWN,0,True
1905495,83,0.75,UP,1,True
1905508,0,0.99,UP,1,True
1905547,120,0.77,DOWN,0,True
1905557,120,0.95,DOWN,0,True
1905590,120,0.91,UP,1,True
1905596,73,0.75,UP,1,True
1905603,120,0.83,UP,1,True
1905616,100,0.79,DOWN,0,True
1905691,120,0.89,DOWN,0,True
1905837,120,0.89,UP,1,True
1905849,109,0.81,UP,1,True
1905856,91,0.77,UP,1,True
1905996,77,0.79,DOWN,1,False
1906005,120,0.95,DOWN,0,True
1906024,120,0.87,UP,1,True
1906031,120,0.96,DOWN,0,True
1906073,120,0.99,DOWN,0,True
1906080,120,0.9,UP,1,True
1906082,46,0.76,UP,1,True
1906099,120,0.99,UP,1,True
1906356,120,0.92,DOWN,0,True
1906496,120,0.8,UP,1,True
1906535,106,0.75,DOWN,0,True
1906540,120,0.95,UP,1,True
1906676,45,0.78,UP,0,False
1906694,120,0.83,DOWN,0,True
1906714,89,0.89,UP,1,True
1906718,83,0.84,UP,1,True
1906753,120,0.94,UP,1,True
1906764,120,0.85,DOWN,1,False
1906772,81,0.77,DOWN,0,True
1906782,120,0.91,UP,1,True
1906818,120,0.97,UP,1,True
1906956,120,0.89,UP,1,True
1907019,120,0.99,UP,1,True
1907029,93,0.78,UP,0,False
1907184,120,0.78,UP,0,False
1907204,120,0.92,DOWN,0,True
1907257,0,0.99,UP,1,True
1907266,120,0.99,DOWN,0,True
1907303,120,0.87,DOWN,0,True
1907307,63,0.81,DOWN,0,True
1907386,120,0.97,UP,1,True
1907395,120,0.99,DOWN,0,True
1907498,120,0.76,UP,1,True
1907644,120,0.88,UP,0,False
1907666,87,0.75,UP,0,False
1907674,120,0.94,UP,1,True
1907835,120,0.86,UP,0,False
1907837,120,0.82,UP,1,True
1907926,120,0.99,DOWN,0,True
1907951,120,0.85,UP,1,True
1907961,119,0.75,UP,0,False
1907973,120,0.89,DOWN,1,False
1907989,120,0.93,DOWN,0,True
1908007,21,0.79,DOWN,1,False
1908146,120,0.83,UP,1,True
1908177,120,0.85,UP,0,False
1908182,120,0.96,UP,1,True
1908333,40,0.75,UP,1,True
1908343,32,0.77,DOWN,0,True
1908584,52,0.76,DOWN,1,False
1908598,98,0.78,DOWN,1,False
1908627,120,0.88,UP,1,True
1908638,120,0.79,UP,0,False
1908653,120,0.94,UP,1,True
1908665,42,0.75,UP,1,True
1908812,10,0.83,UP,1,True
1908959,120,0.84,UP,1,True
1908982,120,0.79,UP,0,False
1908991,79,0.77,UP,1,True
1909142,120,0.76,DOWN,1,False
1909151,117,0.76,UP,1,True
1909224,116,0.76,DOWN,0,True
1909256,4,0.99,DOWN,0,True
1909307,120,0.88,UP,1,True
1909311,120,0.83,UP,1,True
1909332,74,0.8,UP,1,True
1909340,119,0.84,DOWN,0,True
1909456,120,0.89,UP,1,True
1909597,120,0.97,UP,1,True
1909620,119,0.75,DOWN,0,True
1909630,120,0.93,UP,1,True
1909792,120,0.83,DOWN,0,True
1909802,120,0.92,DOWN,0,True
1909853,120,0.87,DOWN,1,False
1909904,120,0.75,UP,1,True
1909911,0,0.99,UP,1,True
1909953,60,0.75,UP,1,True
1909958,120,0.88,DOWN,0,True
1910225,120,0.83,UP,1,True
1910277,120,0.77,DOWN,0,True
1910322,47,0.8,DOWN,0,True
1910330,120,0.96,DOWN,0,True
1910404,102,0.76,DOWN,0,True
1910415,59,0.75,DOWN,0,True
1910446,35,0.77,UP,0,False
1910459,120,0.95,UP,1,True
1910496,57,0.78,DOWN,0,True
1910502,120,0.84,DOWN,0,True
1910514,112,0.75,UP,0,False
1910528,120,0.78,DOWN,0,True
1910566,120,0.79,DOWN,0,True
1910620,110,0.75,UP,1,True
1910628,120,0.85,UP,1,True
1910645,120,0.91,UP,1,True
1910793,120,0.8,DOWN,0,True
1910908,120,0.92,DOWN,0,True
1911068,120,0.85,DOWN,0,True
1911114,120,0.9,UP,1,True
1911255,8,0.999,UP,1,True
1911367,120,0.95,DOWN,0,True
1911597,120,0.76,UP,1,True
1911613,64,0.76,UP,0,False
1911746,59,0.75,UP,1,True
1911817,120,0.81,UP,1,True
1911876,120,0.8,UP,0,False
1911893,120,0.81,UP,1,True
1911956,77,0.75,UP,1,True
1911979,120,0.95,DOWN,0,True
1912007,17,0.76,UP,1,True
1912021,85,0.77,DOWN,0,True
1912091,115,0.77,DOWN,0,True
1912113,94,0.75,UP,1,True
1912128,120,0.77,UP,1,True
1912184,57,0.75,DOWN,1,False
1912263,45,0.76,DOWN,0,True
1912321,120,0.99,UP,1,True
1912329,120,0.99,UP,1,True
1912383,120,0.82,UP,1,True
1912394,120,0.83,UP,1,True
1912443,120,0.9,UP,1,True
1912445,114,0.76,DOWN,0,True
1912485,116,0.77,UP,1,True
1912487,90,0.75,DOWN,0,True
1912499,120,0.83,UP,1,True
1912518,34,0.76,UP,0,False
1912620,120,0.9,DOWN,0,True
1912677,120,0.94,DOWN,0,True
1912689,120,0.95,UP,1,True
1912708,120,0.96,DOWN,0,True
1912763,0,0.91,DOWN,0,True
1912767,120,0.8,DOWN,0,True
1912784,120,0.95,DOWN,0,True
1912791,118,0.75,UP,1,True
1912824,120,0.85,UP,1,True
1912828,45,0.96,DOWN,0,True
1912859,96,0.75,UP,1,True
1912872,120,0.94,DOWN,0,True
1912961,120,0.92,DOWN,0,True
1912974,120,0.97,DOWN,0,True
1913006,120,0.79,UP,1,True
1913017,120,0.97,UP,1,True
1913091,99,0.79,DOWN,0,True
1913107,120,0.97,DOWN,0,True
1913148,68,0.85,UP,1,True
1913158,120,0.93,DOWN,0,True
1913196,120,0.96,UP,1,True
1913209,0,0.99,UP,1,True
1913237,103,0.75,UP,1,True
1913245,77,0.75,DOWN,0,True
1913270,89,0.76,UP,0,False
1913322,120,0.84,DOWN,0,True
1913357,25,0.89,UP,1,True
1913371,120,0.75,DOWN,0,True
1913406,83,0.76,DOWN,0,True
1913431,94,0.78,UP,1,True
1913456,120,0.91,UP,0,False
1913479,120,0.94,DOWN,0,True
1913507,120,0.89,UP,0,False
1913521,64,0.77,UP,1,True
1913537,120,0.76,DOWN,0,True
1913549,98,0.75,DOWN,1,False
1913579,120,0.94,UP,1,True
1913640,66,0.75,UP,1,True
1913647,0,0.999,DOWN,0,True
1913665,120,0.85,UP,1,True
1913790,120,0.88,DOWN,0,True
1913803,120,0.76,DOWN,0,True
1913821,120,0.88,UP,1,True
1913829,120,0.99,UP,1,True
1913867,120,0.81,DOWN,0,True
1913876,30,0.75,DOWN,0,True
1913890,120,0.8,DOWN,1,False
1913903,120,0.87,UP,1,True
1913947,114,0.75,DOWN,0,True
1913994,55,0.77,DOWN,0,True
1914014,120,0.76,UP,1,True
1914022,120,0.82,DOWN,0,True
1914038,116,0.77,UP,1,True
1914056,4,0.79,DOWN,0,True
1914072,120,0.94,UP,1,True
1914081,120,0.92,UP,1,True
1914121,120,0.91,DOWN,0,True
1914130,120,0.83,DOWN,1,False
1914142,120,0.93,UP,1,True
1914152,70,0.76,UP,1,True
1914315,120,0.96,DOWN,0,True
1914368,69,0.75,UP,1,True
1914448,120,0.92,DOWN,0,True
1914455,67,0.76,DOWN,0,True
1914470,120,0.88,DOWN,0,True
1914486,32,0.75,UP,1,True
1914515,120,0.97,DOWN,0,True
1914530,113,0.75,UP,1,True
1914587,94,0.75,DOWN,0,True
1914593,120,0.9,DOWN,0,True
1914621,0,0.99,UP,1,True
